Name,AssetType,Underlying,Source,isin,code,Exchange,category, currency,googleCode,
Market Access NYSE Arca GoldBugs ETF GBP,ETF,EQUITY,Google,LU0259322260,GOLB,GOLB.L,Sector Equity Precious Metals,GBP,LON:GOLB,
Ossiam FTSE 100 Minimum Var ETF 1C GBP,ETF,EQUITY,Google,LU0705291739,UKMV,UKMV.L,UK Large-Cap Blend Equity,GBX,LON:UKMV,
Ossiam iSTOXX?EurMiniVar NR ETF 1C GBP,ETF,EQUITY,Google,LU0599612842,LEMV,LEMV.L,Europe Large-Cap Blend Equity,GBX,LON:LEMV,
Ossiam STOXX?Eur600 EqWg NR ETF 1C GBP,ETF,EQUITY,Google,LU0599613147,L6EW,L6EW.L,Europe Large-Cap Blend Equity,GBX,LON:L6EW,
PIMCO ST HY Corp Bd Sour ETF Inc GBP,ETF,BOND,Google,IE00B7N3YW49,SSHY,SSHY.L,USD High Yield Bond,GBP,LON:SSHY,
PIMCO Sterling Short Maturity Source ETF,ETF,BOND,Google,IE00B622SG73,QUID,QUID.L,GBP Diversified Bond - Short Term,GBP,LON:QUID,
PowerShares Dynamic US Market ETF GBP,ETF,EQUITY,Google,IE00B23D9240,PSWC,PSWC.L,US Large-Cap Blend Equity,USD,LON:PSWC,
PowerShares EQQQ Nasdaq-100 ETF GBP,ETF,EQUITY,Google,IE0032077012,EQQQ,EQQQ.L,US Large-Cap Growth Equity,USD,LON:EQQQ,
PowerShares FTSE RAFI All-World 3000 ETF GBP,ETF,EQUITY,Google,IE00B23LNQ02,PSRW,PSRW.L,Global Flex-Cap Equity,GBX,LON:PSRW,
PowerShares FTSE RAFI Emerging Mkts ETF GBP,ETF,EQUITY,Google,IE00B23D9570,PSRM,PSRM.L,Global Emerging Markets Equity,GBX,LON:PSRM,
PowerShares FTSE RAFI Europe ETF GBP,ETF,EQUITY,Google,IE00B23D8X81,PSRE,PSRE.L,Europe Large-Cap Value Equity,GBX,LON:PSRE,
PowerShares FTSE RAFI Europe Md-Sm ETF GBP,ETF,EQUITY,Google,IE00B23D8Y98,PSES,PSES.L,Europe Mid-Cap Equity,GBX,LON:PSES,
PowerShares FTSE RAFI UK 100 ETF,ETF,EQUITY,Google,IE00B23LNN70,PSRU,PSRU.L,UK Large-Cap Value Equity,GBX,LON:PSRU,
PowerShares FTSE RAFI US 1000 ETF GBP,ETF,EQUITY,Google,IE00B23D8S39,PSRF,PSRF.L,US Large-Cap Value Equity,USD,LON:PSRF,
Source Cnsmr Stapl S&P US Sel Sect ETF GBP,ETF,EQUITY,Google,IE00B435BG20,XLPP,XLPP.L,Sector Equity Consumer Goods & Services,GBX,LON:XLPP,
Source FTSE 100 ETF,ETF,EQUITY,Google,IE00B60SWT88,S100,S100.L,UK Large-Cap Blend Equity,GBX,LON:S100,
Source FTSE 250 ETF,ETF,EQUITY,Google,IE00B60SWV01,S250,S250.L,UK Mid-Cap Equity,GBX,LON:S250,
Source LGIM Commodity Composite ETF GBP,ETF,COMMODITIES,Google,IE00B4TXPP71,LGCF,LGCF.L,Commodities - Broad Basket,USD,LON:LGCF,
Source Mstar US Enrgy Infra MLP ETF B GBP,ETF,EQUITY,Google,IE00B8CJW150,MLPP,MLPP.L,Sector Equity Energy,GBX,LON:MLPP,
Source Physical Gold P-ETC GBP,ETF,COMMODITIES,Google,IE00B579F325,SGLP,SGLP.L,Commodities - Precious Metals,GBX,LON:SGLP,
Source Technology S&P US Select Sect ETF GBP,ETF,EQUITY,Google,IE00B3VSSL01,XLKQ,XLKQ.L,Sector Equity Technology,GBX,LON:XLKQ,
SPDR?Barclays 0-3 Year US Corp Bd ETF GBP,ETF,BOND,Google,IE00BC7GZX26,SUSD,SUSD.L,USD Corporate Bond,GBP,LON:SUSD,
SPDR?Barclays 0-5 Year Stlg Corp Bd ETF,ETF,BOND,Google,IE00BCBJF711,SUKC,SUKC.L,GBP Corporate Bond,GBP,LON:SUKC,
SPDR?Barclays 1-5 Year Gilt ETF,ETF,BOND,Google,IE00B6YX5K17,GLTS,GLTS.L,GBP Government Bond,GBP,LON:GLTS,
SPDR?Barclays Emerging Mkts Lcl Bd ETF GBP,ETF,BOND,Google,IE00B4613386,EMDL,EMDL.L,Global Emerging Markets Bond - Local Currency,GBP,LON:EMDL,
SPDR?Barclays Sterling Corporate Bd ETF,ETF,BOND,Google,IE00B4694Z11,UKCO,UKCO.L,GBP Corporate Bond,GBP,LON:UKCO,
SPDR?Dow Jones Global Real Estate ETF GBP,ETF,PROPERTY,Google,IE00B8GF1M35,GBRE,GBRE.L,Property - Indirect Global,GBP,LON:GBRE,
SPDR?FTSE UK All Share ETF,ETF,EQUITY,Google,IE00B7452L46,FTAL,FTAL.L,UK Large-Cap Blend Equity,GBP,LON:FTAL,
SPDR?MSCI EM Asia ETF GBP,ETF,EQUITY,Google,IE00B466KX20,EMAS,EMAS.L,Asia ex Japan Equity,GBP,LON:EMAS,
SPDR?MSCI EM Europe ETF GBP,ETF,EQUITY,Google,IE00B431K857,EMEO,EMEO.L,Emerging Europe Equity,GBP,LON:EMEO,
SPDR?MSCI EM Latin America ETF GBP,ETF,EQUITY,Google,IE00B454X613,EMLA,EMLA.L,Latin America Equity,GBP,LON:EMLA,
SPDR?MSCI Emerging Markets SmallCap ETF GBP,ETF,EQUITY,Google,IE00B48X4842,EMSM,EMSM.L,Global Emerging Markets Small/Mid-Cap Equity,GBP,LON:EMSM,
SPDR?S&P 500 ETF GBP,ETF,EQUITY,Google,IE00B6YX5C33,SPX5,SPX5.L,US Large-Cap Blend Equity,USD,LON:SPX5,
SPDR?S&P 500 Low Volatility ETF GBP,ETF,EQUITY,Google,IE00B802KR88,USLV,USLV.L,US Large-Cap Value Equity,GBP,LON:USLV,
SPDR?S&P Emerging Markets Dividend ETF GBP,ETF,EQUITY,Google,IE00B6YX5B26,EMDV,EMDV.L,Global Emerging Markets Equity,USD,LON:EMDV,
SPDR?S&P Euro Dividend Aristocrats ETF GBP,ETF,EQUITY,Google,IE00B5M1WJ87,EUDV,EUDV.L,Eurozone Large-Cap Equity,EUR,LON:EUDV,
SPDR?S&P Global Div Aristocrats ETF GBP,ETF,EQUITY,Google,IE00B9CQXS71,GBDV,GBDV.L,Global Large-Cap Value Equity,GBP,LON:GBDV,
SPDR?S&P Pan Asia Div Aristocrats ETF GBP,ETF,EQUITY,Google,IE00B9KNR336,PADV,PADV.L,Asia-Pacific inc. Japan Equity,GBP,LON:PADV,
SPDR?S&P UK Dividend Aristocrats ETF,ETF,EQUITY,Google,IE00B6S2Z822,UKDV,UKDV.L,UK Large-Cap Value Equity,GBP,LON:UKDV,
SPDR?S&P US Dividend Aristocrats ETF GBP,ETF,EQUITY,Google,IE00B6YX5D40,USDV,USDV.L,US Large-Cap Value Equity,USD,LON:USDV,
UBS ETF Barcl Cap US 1-3 Trea Bd USD A GBP,ETF,BOND,Google,LU0721552544,UB74,UB74.L,USD Government Bond,GBX,LON:UB74,
UBS ETF Barcl Cap US 7-10 Trea Bd USD A GBP,ETF,BOND,Google,LU0721552973,UB82,UB82.L,USD Government Bond,GBX,LON:UB82,
UBS ETF CMCI Composite SF USD A acc GBP,ETF,COMMODITIES,Google,IE00B53H0131,UC15,UC15.L,Commodities - Broad Basket,USD,LON:UC15,
UBS ETF EURO STOXX 50 EUR A dis GBP,ETF,EQUITY,Google,LU0136234068,UB01,UB01.L,Eurozone Large-Cap Equity,EUR,LON:UB01,
UBS ETF FTSE 100 GBP A dis GBP,ETF,EQUITY,Google,LU0136242590,UB03,UB03.L,UK Large-Cap Blend Equity,GBX,LON:UB03,
UBS ETF Markit iBoxx  Germ 1-3 A dis GBP,ETF,BOND,Google,LU0721553351,UB89,UB89.L,EUR Government Bond - Short Term,GBX,LON:UB89,
UBS ETF Markit iBoxx  LiqCorp EUR A dis GBP,ETF,BOND,Google,LU0721553864,UB99,UB99.L,EUR Corporate Bond,GBX,LON:UB99,
UBS ETF MSCI Canada CAD A dis GBP,ETF,EQUITY,Google,LU0446734872,UB23,UB23.L,Canada Equity,GBX,LON:UB23,
UBS ETF MSCI Canada SF CAD A acc GBP,ETF,EQUITY,Google,IE00B5TZCY80,UC24,UC24.L,Canada Equity,GBX,LON:UC24,
UBS ETF MSCI Emerging Mkts SF USD A acc GBP,ETF,EQUITY,Google,IE00B3Z3FS74,UC27,UC27.L,Global Emerging Markets Equity,GBX,LON:UC27,
UBS ETF MSCI Emerging Mkts USD A dis GBP,ETF,EQUITY,Google,LU0480132876,UB32,UB32.L,Global Emerging Markets Equity,USD,LON:UB32,
UBS ETF MSCI EMU EUR A dis GBP,ETF,EQUITY,Google,LU0147308422,UB06,UB06.L,Eurozone Large-Cap Equity,GBX,LON:UB06,
UBS ETF MSCI EMU H GBP A acc GBP,ETF,EQUITY,Google,LU0950669688,UC60,UC60.L,Europe Equity - Currency Hedged,GBX,LON:UC60,
UBS ETF MSCI EMU H GBP A dis GBP,ETF,EQUITY,Google,LU0937835733,UC59,UC59.L,Europe Equity - Currency Hedged,GBX,LON:UC59,
UBS ETF MSCI EMU Small Cap EUR A dis GBP,ETF,EQUITY,Google,LU0671493277,UB69,UB69.L,Eurozone Small-Cap Equity,GBX,LON:UB69,
UBS ETF MSCI EMU SRI EUR A dis GBP,ETF,EQUITY,Google,LU0629460675,UB39,UB39.L,Eurozone Large-Cap Equity,GBX,LON:UB39,
UBS ETF MSCI EMU Value EUR A dis GBP,ETF,EQUITY,Google,LU0446734369,UB17,UB17.L,Eurozone Large-Cap Equity,GBX,LON:UB17,
UBS ETF MSCI Europe EUR A dis GBP,ETF,EQUITY,Google,LU0446734104,UB12,UB12.L,Europe Large-Cap Blend Equity,GBX,LON:UB12,
UBS ETF MSCI Japan H GBP A acc,ETF,EQUITY,Google,LU0969638583,UC62,UC62.L,Japan Equity - Currency Hedged,GBX,LON:UC62,
UBS ETF MSCI Japan H GBP A dis,ETF,EQUITY,Google,LU0969638401,UC61,UC61.L,Japan Equity - Currency Hedged,GBX,LON:UC61,
UBS ETF MSCI Japan JPY A dis GBP,ETF,EQUITY,Google,LU0136240974,UB02,UB02.L,Japan Large-Cap Equity,USD,LON:UB02,
UBS ETF MSCI Pacific ex Jpn USD A dis GBP,ETF,EQUITY,Google,LU0446734526,UB20,UB20.L,Asia-Pacific ex-Japan Equity,GBX,LON:UB20,
UBS ETF MSCI Pacific SRI USD A dis GBP,ETF,EQUITY,Google,LU0629460832,UB45,UB45.L,Asia-Pacific inc. Japan Equity,GBX,LON:UB45,
UBS ETF MSCI United Kingdom GBP A acc GBP,ETF,EQUITY,Google,LU0950670850,UC64,UC64.L,UK Large-Cap Blend Equity,GBX,LON:UC64,
UBS ETF MSCI United Kingdom GBP A dis GBP,ETF,EQUITY,Google,LU0937836467,UC63,UC63.L,UK Large-Cap Blend Equity,GBX,LON:UC63,
UBS ETF MSCI USA H GBP A acc GBP,ETF,EQUITY,Google,IE00BD4TYJ05,UC74,UC74.L,US Equity - Currency Hedged,GBX,LON:UC74,
UBS ETF MSCI USA H GBP A dis GBP,ETF,EQUITY,Google,IE00BD4TYH80,UC73,UC73.L,US Equity - Currency Hedged,GBX,LON:UC73,
UBS ETF MSCI USA SRI USD A dis GBP,ETF,EQUITY,Google,LU0629460089,UC46,UC46.L,US Large-Cap Blend Equity,GBX,LON:UC46,
UBS ETF MSCI USA USD A dis GBP,ETF,EQUITY,Google,LU0136234654,UC04,UC04.L,US Large-Cap Blend Equity,USD,LON:UC04,
UBS ETF MSCI USA Value USD A dis GBP,ETF,EQUITY,Google,IE00B78JSG98,UC07,UC07.L,US Large-Cap Value Equity,GBX,LON:UC07,
UBS ETF MSCI World SRI USD A dis GBP,ETF,EQUITY,Google,LU0629459743,UC44,UC44.L,Global Large-Cap Blend Equity,GBX,LON:UC44,
UBS ETF MSCI World USD A dis GBP,ETF,EQUITY,Google,LU0340285161,UC55,UC55.L,Global Large-Cap Blend Equity,USD,LON:UC55,
UBS ETF S&P 500 USD A dis GBP,ETF,EQUITY,Google,IE00B7K93397,UC13,UC13.L,US Large-Cap Blend Equity,USD,LON:UC13,
Vanguard FTSE 100 ETF,ETF,EQUITY,Google,IE00B810Q511,VUKE,VUKE.L,UK Large-Cap Blend Equity,GBP,LON:VUKE,
Vanguard FTSE 250 ETF,ETF,EQUITY,Google,IE00BKX55Q28,VMID,VMID.L,UK Mid-Cap Equity,GBP,LON:VMID,
Vanguard FTSE All-World ETF GBP,ETF,EQUITY,Google,IE00B3RBWM25,VWRL,VWRL.L,Global Large-Cap Blend Equity,USD,LON:VWRL,
Vanguard FTSE All-World High Div Yld ETF GBP,ETF,EQUITY,Google,IE00B8GKDB10,VHYL,VHYL.L,Global Equity Income,USD,LON:VHYL,
Vanguard FTSE Dev Asia Pac exJpn ETF GBP,ETF,EQUITY,Google,IE00B9F5YL18,VAPX,VAPX.L,Asia-Pacific ex-Japan Equity,USD,LON:VAPX,
Vanguard FTSE Developed Europe ETF GBP,ETF,EQUITY,Google,IE00B945VV12,VEUR,VEUR.L,Europe Large-Cap Blend Equity,GBP,LON:VEUR,
Vanguard FTSE Developed Europe ex UK ETF GBP,ETF,EQUITY,Google,IE00BKX55S42,VERX,VERX.L,Europe ex-UK Large-Cap Equity,GBP,LON:VERX,
Vanguard FTSE Developed World ETF GBP,ETF,EQUITY,Google,IE00BKX55T58,VEVE,VEVE.L,Global Large-Cap Blend Equity,USD,LON:VEVE,
Vanguard FTSE Emerging Markets ETF GBP,ETF,EQUITY,Google,IE00B3VVMM84,VFEM,VFEM.L,Global Emerging Markets Equity,USD,LON:VFEM,
Vanguard FTSE Japan ETF GBP,ETF,EQUITY,Google,IE00B95PGT31,VJPN,VJPN.L,Japan Large-Cap Equity,USD,LON:VJPN,
Vanguard FTSE North America ETF GBP,ETF,EQUITY,Google,IE00BKX55R35,VNRT,VNRT.L,US Large-Cap Blend Equity,USD,LON:VNRT,
Vanguard S&P 500 ETF GBP,ETF,EQUITY,Google,IE00B3XXRP09,VUSA,VUSA.L,US Large-Cap Blend Equity,USD,LON:VUSA,
Vanguard UK Gilt UCITS ETF,ETF,BOND,Google,IE00B42WWV65,VGOV,VGOV.L,GBP Government Bond,GBP,LON:VGOV,
Vanguard Investments Funds ICVC-Vanguard U.K. Inflation-Linked Gilt Index Fund A GBP Gross Acc,FUND,BOND,Yahoo,GB00B45Q9038,GB00B45Q9038,0P0000SHY5.L,GBP Government Bond,GBP,LON:VGOV,
WisdomTree Emerg Mkts Eq Inc ETF GBP,ETF,EQUITY,Google,IE00BQQ3Q067,DEM,DEM.L,Global Emerging Markets Equity,USD,LON:DEM,
WisdomTree Europe Equity Income ETF GBP,ETF,EQUITY,Google,IE00BQZJBX31,EEI,EEI.L,Europe Equity Income,EUR,LON:EEI,
WisdomTree Europe SmallCap Div ETF GBP,ETF,EQUITY,Google,IE00BQZJC527,DFE,DFE.L,Europe Small-Cap Equity,EUR,LON:DFE,
WisdomTree Germany Equity ETF GBP Hdg,ETF,EQUITY,Google,IE00BVXBGY20,DXGP,DXGP.L,Europe Equity - Currency Hedged,GBX,LON:DXGP,
WisdomTree US Equity Income ETF GBP,ETF,EQUITY,Google,IE00BQZJBQ63,DHS,DHS.L,US Large-Cap Value Equity,USD,LON:DHS,
WisdomTree US SmallCap Dividend ETF GBP,ETF,EQUITY,Google,IE00BQZJBT94,DESE,DESE.L,US Small-Cap Equity,USD,LON:DESE,
Fidelity CSMT Diversified Markets Fund,Diversified Markets Fund,FUND,Bond,Fidelity,GB00BD4H2014,BD4H201,BD4H201.L,Bond,GBP,LON:BD4H201
 iShares Global Property Securities Equity Index (UK) D Acc ,Fund,,,GB00B5BFJG71,,,,GBP,B5BFJG7,
 S&P 500 - U.S.,Index,,,,^spx,,,GBP,,
Alliance Trust,Investment trust,,,GB00B11V7W98,ATST.L,,Equity » Global »  Global Large-Cap Blend Equity,GBX,,
Allianz Strategic Bond C Inc,Fund,Cash,,GB00B06T9362,0P00001QSS.L,,Bond » Global Flexible Bond - GBP Hedged,GBP,F0GBR061E7,
Amundi ETF FTSE EPRA NAREIT Global UCITS ETF DR,ETF,,,LU1437018838,EPRA.L,,,GBP,,
Artemis Monthly Distribution I Acc,Fund,,,GB00B75F9Z67,,,,GBP,B75F9Z6,
Artemis SmartGARP Glb Eq I Acc GBP ,Fund,,,GB00B2PLJP95,,,,GBP,B2PLJP9,
Artemis US Smaller Companies I Acc GBP ,Fund,,,GB00BMMV5766,,,,GBP,BMMV576,
ASI Global Smaller Companies P1 Acc,Fund,,,GB00B7KVX245,,,,GBP,B7KVX24,
AstraZeneca PLC,Equity,Equity,,GB0009895292,AZN.L,,Global Large-Cap Growth Equity,GBX,,
Aviva,,,,GB0002162385,AV.L,,Equity » Industry » Industry Insurance » Industry Insurance - Diversified,GBP,,
Baillie Gifford Positive Change Fund B Accumulation,Fund,,,GB00BYVGKV59,0P0001BDIT.L,,Equity » Global » Global Large-Cap Growth Equity,GBP,,
Baillie Gifford Shin Nippon Ord,Investment trust,,,GB00BFXYH242,BGS.L,,,GBP,,
BH Macro Limited ,Investment trust,,,GG00B1NP5142,BHMG.L,,Macro Trading EUR,GBP,,
Blackrock ACS World ESG Equity Tracker Fund X1G GBP Acc,Fund,,,GB00BJ0C9S90,0P0001HPFT.L,,Equity » Global »  Global Large-Cap Blend Equity,GBP,F000013PED,
BMO Commercial Property Trust,Investment trust,,,GG00B4ZPCJ00,BCPT.L,,,GBP,,
Capital Gearing Trust,Investment trust,Cash,,GB0001738615,CGT.L,,GBP Flexible Allocation,GBP,,
CFP SDL UK Buffettology General Income,Fund,,,GB00BKJ9C676,,,,GBP,BKJ9C67,
Diageo plc,Equity,Equity,,GB0002374006,DGE.L,,Global Large-Cap Growth Equity,GBX,,
Diverse Income Trust Ord,Investment trust,,,GB00B65TLW28,DIVI.L,,,GBX,,
ES R&M UK Recovery B Inc ,Fund,,,GB00B614J053,,,,GBP,B614J05,
Experian plc,Equity,Equity,,GB00B19NLV48,EXPN.L,,Equity » Industry » Industry Consulting Services,GBX,,
F&C Investment Trust Ord,Investment trust,,,GB0003466074,FCIT.L,,,GBX,,
Fid CSMT Sustainable Passive Equity Fund,Fund,Equity,,GB00BKY5DK11,BKY5DK1,,Global Large-Cap Blend Equity,GBP,F000013PED,
Fidelity Asia W Acc ,Fund,,,GB00B6Y7NF43,,,,GBP,B6Y7NF4,
Fidelity China Special Ord,Investment trust,,,GB00B62Z3C74,FCSS.L,,Equity » ByCountry » China Equity,GBX,,
Fidelity Global Dividend W Acc,Fund,,,GB00B7GJPN73,B7GJPN7,,,GBX,,
Fidelity Index Emerging Markets P Acc,Fund,,,,,,,GBP,BHZK8D2,
Fidelity Index UK P Acc,Fund,,,GB00BJS8SF95,,,,GBP,BJS8SF9,
Fidelity MltAsst Income W Acc,Fund,,,GB00BJ4L7S87,,,,GBP,BJ4L7S8,
FTF Legg Mason IF CB Glb Infras Inc XAcc,Fund,,,GB00BZ01WV25,,,,GBP,BZ01WV2,
FTF Legg Mason IF Japan Equity X Acc,Fund,,,GB00B8JYLC77,,,,GBP,B8JYLC7,
FTSE 100,,,,,^UKX,,,GBP,,
GAM Star Credit Opps (GBP) Instl GBP Acc,Fund,,,IE00B510J173,,,,GBP,B510J17,
GlaxoSmithKline plc,Equity,Equity,,GB0009252882,GSK.L,,Equity » Industry » Industry Drug Manufacturers - General,GBX,,
Greggs plc,Equity,Equity,,GB00B63QSB39,GRG.L,,Mid-Cap Blend Equity,GBX,,
Guinness Asian Equity Income Y GBP Acc,Fund,,,IE00BDHSRD90,,,,GBP,BDHSRD9,
Henderson Smaller Companies Ord,Investment trust,,,GB0009065060,HSL.L,,,GBX,,
Hipgnosis Songs Fund Limited,Investment trust,,,GG00BFYT9H72,SONG.L,,Other,GBP,,
HSBC Japan Index C Acc,Fund,,,GB00B80QGN87,,,,GBP,B80QGN8,
Imperial Brands PLC,Equity,Equity,,GB0004544929,IMB.L,,Equity » Industry » Industry Tobacco,GBX,,
Invesco EURO STOXX High Dividend Low Volatility UCITS ETF,ETF,,,IE00BZ4BMM98,EUHD.L,,,GBP,,
Invesco Physical Gold GBP Hedged ETC,ETF,,,XS2183935605,SGLS.L,,Commodities » Commodities - Precious Metals,GBP,,
iShares Pacific ex Jpn Eq Idx (UK) D Acc ,Fund,,,GB00B849FB47,,,,GBP,B849FB4,
JPMorgan Emerging Markets Ord ,Investment trust,,,GB00BMXWN182,JMG.L,,,GBX,,
JPMorgan European Income Pool Ord,Fund,,,GB00B17XWW44,JETI.L,,,GBP,,
JPMorgan Japanese,Investment trust,,,GB0001740025,JFJ.L,,Japan Large-Cap Equity,GBP,,
JPMorgan Russian Securities Plc,Investment trust,Cash,,GB0032164732,JRS.L,,Russia Equity,GBX,,
Jupiter Merian North Amer Eq I GBP Acc,Fund,,,GB00B1XG9G04,,,,GBP,B1XG9G0,
Jupiter Strategic Bond Z GBP Acc,Fund,,,GB00BN8T5935,0P00015MD1.L,,Global Flexible Bond - GBP Hedged,GBP,,
Legal & General Group Plc,Equity,Equity,,GB0005603997,LGEN.L,,Financial Services - Insurance - Life,GBX,,
LF Lindsell Train UK Equity Acc,Fund,,,GB00B18B9X76,,,,GBP,B18B9X7,
Lindsell Train Global Funds plc - Lindsell Train Global Equity Fund B GBP Inc,Fund,,,IE00B3NS4D25,0P0000SVHP.L,,Equity » Global » Global Large-Cap Growth Equity,GBP,,
Lindsell Train Japanese Eq B GBP QutdInc,Fund,,,IE00B7FGDC41,,,,GBP,B7FGDC4,
Liontrust Special Situations I Inc,Fund,,,GB00B57H4F11,,,,GBP,B57H4F1,
Lyxor Euro Government Inflation Linked Bond (DR) UCITS ETF - Acc,ETF,Debt,,LU1650491282,MTIX.L,,Bond » Inflation-Linked Bond »  EUR Inflation-Linked Bond,GBP,,
Lyxor MSCI World UCITS ETF - Dist,ETF,,,FR0010315770,WLDL.L,,,GBP,,
Lyxor UCITS IBoxx GBP Gilt Inflation Linked,ETF,,,LU1407893301,GILI.L,,Bond » Inflation-Linked Bond » GBP Inflation-Linked Bond,GBP,,
M&G Emerging Markets Bond GBP I Acc,Fund,,,GB00B7GNKY53,,,,GBP,B7GNKY5,
M&G Global Government Bond Fund Sterling I Acc,Fund,Debt,,GB00B7Q0Q826,0P0000WN3T.L,,Global Government Bond,GBX,F00000OO7B,
M&G Global Macro Bond GBP I Acc,Fund,,,GB00B78PGS53,,,,GBP,B78PGS5,
Man GLG Continental Eurp Gr Prf Acc C,Fund,,,GB00B0119487,,,,GBP,B011948,
Man GLG Income Professional Acc C,Fund,,,GB00B0117C28,,,,GBP,B0117C2,
Marlborough Global Bond P Acc,Fund,,,GB00B6ZDFJ91,,,,GBP,B6ZDFJ9,
Marlborough Multi-Cap Growth P Inc,Fund,,,GB00B8CQP956,,,,GBP,B8CQP95,
Martin Currie Global Portfolio Investment Trust,Investment trust,Equity,,GB0005372411,MNP.L,,Global Large-Cap Blend Equity,GBX,,
Mobius Investment Trust Ord,Investment trust,,,GB00BFZ7R980,MMIT.L,,,GBP,,
Morgan Sindall Group plc,Equity,,,GB0008085614,MGNS.L,,Equity » Industry » Industry Engineering & Construction,GBP,,
Morgan Stanley Glb Brands Eq Inc I Acc,Fund,Equity,,,,,,GBP,,
Murray International Ord,Investment trust,,,GB0006111909,MYI.L,,,GBX,,
PIMCO GIS Global Real Return Fund Institutional GBP (Hedged) Income,Fund,,,IE00B07Q3Z63,0P00005XMB.L,,Bond » Inflation-Linked Bond » GBP Inflation-Linked Bond,GBP,,
Premier Miton US Opportunities B Acc ,Fund,,,GB00B8278F56,,,,GBP,B8278F5,
Rathbone Ethical Bond I Acc,Fund,,,GB00B77DQT14,,,,GBP,B77DQT1,
RELX PLC,Equity,Equity,,GB00B2B0DG97,REL.L,,Uk Large-Blend Equity,GBX,,
Royal Dutch Shell plc,Equity,Equity,,GB00B03MLX29,RDSA.L,,Equity » Industry » Industry Oil & Gas Integrated,GBX,,
Royal London Global Bd Opps Z GBP,Fund,,,IE00BYTYX230,,,,GBP,BYTYX23,
Royal London Sterl Extra Yld Bd A,Fund,,,IE0032571485,,,,GBP,3257148,
Royal London UK Equity Income M Acc,Fund,,,GB00B8Y4ZB91,,,,GBP,B8Y4ZB9,
Scottish Mortgage Ord ,Investment trust,,,GB00BLDYK618,SMT.L,,,GBP,,
Smithson Invest,Investment trust,,,GB00BGJWTR88,SSON.L,,MSCI ACWI SMID NR USD,GBP,,
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,ETF,,,IE00BH4GR342,GLRA.L,,,GBP,,
TB Amati UK Smaller Companies B ,Fund,,,GB00B2NG4R39,,,,GBP,B2NG4R3,
Tesco,Equity,Equity,,GB00BLGZ9862,TSCO.L,,Equity » Industry » Industry Grocery Stores,GBP,,
The City of London Investment Trust plc,Investment trust,Equity,,GB0001990497,CTY.L,,Equity » ByCountry » UK » UK Equity Income,GBX,,
The Unilever Group,Equity,Equity,,GB00B10RZP78,ULVR.L,,Equity » Industry » Industry Household & Personal Products,GBX,,
TM CRUX European Special Sit I Acc GBP,Fund,,,GB00BTJRQ064,,,,GBP,BTJRQ06,
TR European Growth Ord ,Investment trust,,,GB0009066928,TRG.L,,,GBP,,
TR Property Ord ,Investment trust,,,GB0009064097,TRY.L,,,GBP,,
Utilico Emerging Markets Ord ,Investment trust,,,GB00BD45S967,UEM.L,,,GBP,,
Vanguard FTSE UK Eq Inc Idx £ Acc,Fund,,,GB00B59G4H82,,,,GBP,B59G4H8,
Vanguard Glb Bd Idx £ H Acc,Fund,,,IE00B50W2R13,,,,GBP,B50W2R1,
Vanguard LifeStrategy 20% Eq A Grs Acc,Fund,,,GB00B4NXY349,,,,GBP,B4NXY34,
Vanguard LifeStrategy 60% Equity A Acc,Fund,,,GB00B3TYHH97,,,,GBP,B3TYHH9,
Vanguard LifeStrategy 80% Equity A Acc,Fund,,,GB00B4PQW151,,,,GBP,B4PQW15,
Vanguard U.S. Eq Idx £ Acc,Fund,,,GB00B5B71Q71,,,,GBP,B5B71Q7,
Vanguard UK Govt Bd Idx £ Acc,Fund,,,IE00B1S75374,,,,GBP,B1S7537,
Vodafone,Equity,,,GB00BH4HKS39,VOD.L,,Equity » Industry » Industry Telecom Services,GBP,,
WisdomTree Enhanced Cmdty ETF USD Acc GBP,ETF,,,IE00BYMLZY74,WCOB.L,,Commodities » Commodities Broad Basket,GBX,0P00017Z4T,
WisdomTree Europe Equity ETF GBP Hedged,ETF,,,IE00BYQCZQ89,HEDP.L,,,GBP,,
WisdomTree Physical Gold - GBP Daily Hedged,ETF,,,JE00B7VG2M16,GBSP.L,,Commodities » Commodities - Precious Metals,GBP,,
X FTSE 100 Income ETF 1D ,ETF,,,,XUKX.L,,Equity » ByCountry » UK » UK Equity Income,GBP,,
Xtrackers Global Inflation-Linked Bond UCITS ETF 5C,ETF,,,LU0908508814,XGIU.L,,Bond » Inflation-Linked Bond,GBP,,
Xtrackers IE Physical Gold GBP Hedged ETC Securities,ETF,,,DE000A2UDH48,XGLS.L,,Commodities » Commodities - Precious Metals,GBP,,
Xtrackers MSCI World ESG UCITS ETF 1C,ETF,Equity,,IE00BZ02LR44,XESW.L,,Equity » Global »  Global Large-Cap Blend Equity,GBP,0P0001K4T9,
Pictet-Nutrition I dy GBP,Fund,,,LU0448837160,,,,GBP,,
