date,open,high,low,close,volume,comment
2021-10-20,75.42,75.42,75.42,75.42,0.00,FTFeed
2021-10-21,75.27,75.27,75.27,75.27,0.00,FTFeed
2021-10-22,76.22,76.22,76.22,76.22,0.00,FTFeed
2021-10-25,75.90,75.90,75.90,75.90,0.00,FTFeed
2021-10-26,75.68,75.68,75.68,75.68,0.00,FTFeed
2021-10-27,75.99,75.99,75.99,75.99,0.00,FTFeed
2021-10-28,75.93,75.93,75.93,75.93,0.00,FTFeed
2021-10-29,76.22,76.22,76.22,76.22,0.00,FTFeed
2021-11-02,77.55,77.55,77.55,77.55,0.00,FTFeed
2021-11-03,77.34,77.34,77.34,77.34,0.00,FTFeed
2021-11-04,78.89,78.89,78.89,78.89,0.00,FTFeed
2021-11-05,79.32,79.32,79.32,79.32,0.00,FTFeed
2021-11-08,79.24,79.24,79.24,79.24,0.00,FTFeed
2021-11-09,79.13,79.13,79.13,79.13,0.00,FTFeed
2021-11-10,79.35,79.35,79.35,79.35,0.00,FTFeed
2021-11-11,79.37,79.37,79.37,79.37,0.00,FTFeed
2021-11-12,79.53,79.53,79.53,79.53,0.00,FTFeed
2021-11-15,79.62,79.62,79.62,79.62,0.00,FTFeed
2021-11-16,79.49,79.49,79.49,79.49,0.00,FTFeed
2021-11-17,79.62,79.62,79.62,79.62,0.00,FTFeed
2021-11-18,79.39,79.39,79.39,79.39,0.00,FTFeed
2021-11-19,79.84,79.84,79.84,79.84,0.00,FTFeed
2021-11-22,79.37,79.37,79.37,79.37,0.00,FTFeed
2021-11-23,78.92,78.92,78.92,78.92,0.00,FTFeed
2021-11-24,77.44,77.44,77.44,77.44,0.00,FTFeed
2021-11-26,77.14,77.14,77.14,77.14,0.00,FTFeed
2021-11-29,76.98,76.98,76.98,76.98,0.00,FTFeed
2021-11-30,77.11,77.11,77.11,77.11,0.00,FTFeed
2021-12-01,76.89,76.89,76.89,76.89,0.00,FTFeed
2021-12-02,76.34,76.34,76.34,76.34,0.00,FTFeed
2021-12-03,76.35,76.35,76.35,76.35,0.00,FTFeed
2021-12-06,76.09,76.09,76.09,76.09,0.00,FTFeed
2021-12-07,78.37,78.37,78.37,78.37,0.00,FTFeed
2021-12-08,78.69,78.69,78.69,78.69,0.00,FTFeed
2021-12-09,78.69,78.69,78.69,78.69,0.00,FTFeed
2021-12-10,78.20,78.20,78.20,78.20,0.00,FTFeed
