date,open,high,low,close,volume,,
2020-03-05,1362.61,1362.61,1362.61,1362.61,0,mandg.co.uk,
2020-03-04,1373.34,1373.34,1373.34,1373.34,0,mandg.co.uk,
2020-03-03,1363.96,1363.96,1363.96,1363.96,0,mandg.co.uk,
2020-03-02,1365.15,1365.15,1365.15,1365.15,0,mandg.co.uk,
2020-02-28,1345.43,1345.43,1345.43,1345.43,0,mandg.co.uk,
2020-02-27,1349.21,1349.21,1349.21,1349.21,0,mandg.co.uk,
2020-02-26,1339.94,1339.94,1339.94,1339.94,0,mandg.co.uk,
2020-02-25,1337.8,1337.8,1337.8,1337.8,0,mandg.co.uk,
2020-02-24,1342.1,1342.1,1342.1,1342.1,0,mandg.co.uk,
2020-02-21,1335.7,1335.7,1335.7,1335.7,0,mandg.co.uk,
2020-02-20,1342.43,1342.43,1342.43,1342.43,0,mandg.co.uk,
2020-02-19,1333.09,1333.09,1333.09,1333.09,0,mandg.co.uk,
2020-02-18,1329.74,1329.74,1329.74,1329.74,0,mandg.co.uk,
2020-02-17,1332.05,1332.05,1332.05,1332.05,0,mandg.co.uk,
2020-02-14,1328.91,1328.91,1328.91,1328.91,0,mandg.co.uk,
2020-02-13,1333.16,1333.16,1333.16,1333.16,0,mandg.co.uk,
2020-02-12,1333.77,1333.77,1333.77,1333.77,0,mandg.co.uk,
2020-02-11,1338.43,1338.43,1338.43,1338.43,0,mandg.co.uk,
2020-02-10,1339.6,1339.6,1339.6,1339.6,0,mandg.co.uk,
2020-02-07,1337.69,1337.69,1337.69,1337.69,0,mandg.co.uk,
2020-02-06,1335.7,1335.7,1335.7,1335.7,0,mandg.co.uk,
2020-02-05,1327.07,1327.07,1327.07,1327.07,0,mandg.co.uk,
2020-02-04,1332.98,1332.98,1332.98,1332.98,0,mandg.co.uk,
2020-02-03,1329.17,1329.17,1329.17,1329.17,0,mandg.co.uk,
2020-01-31,1320.22,1320.22,1320.22,1320.22,0,mandg.co.uk,
2020-01-30,1324.18,1324.18,1324.18,1324.18,0,mandg.co.uk,
2020-01-29,1327.68,1327.68,1327.68,1327.68,0,mandg.co.uk,
2020-01-28,1327.85,1327.85,1327.85,1327.85,0,mandg.co.uk,
2020-01-27,1321.84,1321.84,1321.84,1321.84,0,mandg.co.uk,
2020-01-24,1320.65,1320.65,1320.65,1320.65,0,mandg.co.uk,
2020-01-23,1318.85,1318.85,1318.85,1318.85,0,mandg.co.uk,
2020-01-22,1319.07,1319.07,1319.07,1319.07,0,mandg.co.uk,
2020-01-21,1322.7,1322.7,1322.7,1322.7,0,mandg.co.uk,
2020-01-20,1328.04,1328.04,1328.04,1328.04,0,mandg.co.uk,
2020-01-17,1324.78,1324.78,1324.78,1324.78,0,mandg.co.uk,
2020-01-16,1324.5,1324.5,1324.5,1324.5,0,mandg.co.uk,
2020-01-15,1328.41,1328.41,1328.41,1328.41,0,mandg.co.uk,
2020-01-14,1326.75,1326.75,1326.75,1326.75,0,mandg.co.uk,
2020-01-13,1330.14,1330.14,1330.14,1330.14,0,mandg.co.uk,
2020-01-10,1318.61,1318.61,1318.61,1318.61,0,mandg.co.uk,
2020-01-09,1323.76,1323.76,1323.76,1323.76,0,mandg.co.uk,
2020-01-08,1316.52,1316.52,1316.52,1316.52,0,mandg.co.uk,
2020-01-07,1315.23,1315.23,1315.23,1315.23,0,mandg.co.uk,
2020-01-06,1315.28,1315.28,1315.28,1315.28,0,mandg.co.uk,
2020-01-03,1321.9,1321.9,1321.9,1321.9,0,mandg.co.uk,
2020-01-02,1306.82,1306.82,1306.82,1306.82,0,mandg.co.uk,
2019-12-31,1307.45,1307.45,1307.45,1307.45,0,mandg.co.uk,
2019-12-30,1312.83,1312.83,1312.83,1312.83,0,mandg.co.uk,
2019-12-27,1315.63,1315.63,1315.63,1315.63,0,mandg.co.uk,
2019-12-24,1323.48,1323.48,1323.48,1323.48,0,mandg.co.uk,
2019-12-23,1319.72,1319.72,1319.72,1319.72,0,mandg.co.uk,
2019-12-20,1315.48,1315.48,1315.48,1315.48,0,mandg.co.uk,
2019-12-19,1308.92,1308.92,1308.92,1308.92,0,mandg.co.uk,
2019-12-18,1309.41,1309.41,1309.41,1309.41,0,mandg.co.uk,
2019-12-17,1294.65,1294.65,1294.65,1294.65,0,mandg.co.uk,
2019-12-16,1277.52,1277.52,1277.52,1277.52,0,mandg.co.uk,
2019-12-13,1275.2,1275.2,1275.2,1275.2,0,mandg.co.uk,
2019-12-12,1299.3,1299.3,1299.3,1299.3,0,mandg.co.uk,
2019-12-11,1297.56,1297.56,1297.56,1297.56,0,mandg.co.uk,
2019-12-10,1295.65,1295.65,1295.65,1295.65,0,mandg.co.uk,
2019-12-09,1295.18,1295.18,1295.18,1295.18,0,mandg.co.uk,
2019-12-06,1297.92,1297.92,1297.92,1297.92,0,mandg.co.uk,
2019-12-05,1296.06,1296.06,1296.06,1296.06,0,mandg.co.uk,
2019-12-04,1302.41,1302.41,1302.41,1302.41,0,mandg.co.uk,
2019-12-03,1306.55,1306.55,1306.55,1306.55,0,mandg.co.uk,
2019-12-02,1310.13,1310.13,1310.13,1310.13,0,mandg.co.uk,
2019-11-29,1315.05,1315.05,1315.05,1315.05,0,mandg.co.uk,
2019-11-28,1312.33,1312.33,1312.33,1312.33,0,mandg.co.uk,
2019-11-27,1317.2,1317.2,1317.2,1317.2,0,mandg.co.uk,
2019-11-26,1314.1,1314.1,1314.1,1314.1,0,mandg.co.uk,
2019-11-25,1318.49,1318.49,1318.49,1318.49,0,mandg.co.uk,
2019-11-22,1320.49,1320.49,1320.49,1320.49,0,mandg.co.uk,
2019-11-21,1313.32,1313.32,1313.32,1313.32,0,mandg.co.uk,
2019-11-20,1317.83,1317.83,1317.83,1317.83,0,mandg.co.uk,
2019-11-19,1313.72,1313.72,1313.72,1313.72,0,mandg.co.uk,
2019-11-18,1311.88,1311.88,1311.88,1311.88,0,mandg.co.uk,
2019-11-15,1317.02,1317.02,1317.02,1317.02,0,mandg.co.uk,
2019-11-14,1318.43,1318.43,1318.43,1318.43,0,mandg.co.uk,
2019-11-13,1317.72,1317.72,1317.72,1317.72,0,mandg.co.uk,
2019-11-12,1317.96,1317.96,1317.96,1317.96,0,mandg.co.uk,
2019-11-11,1319.72,1319.72,1319.72,1319.72,0,mandg.co.uk,
2019-11-08,1323.17,1323.17,1323.17,1323.17,0,mandg.co.uk,
2019-11-07,1325.72,1325.72,1325.72,1325.72,0,mandg.co.uk,
2019-11-06,1320.67,1320.67,1320.67,1320.67,0,mandg.co.uk,
2019-11-05,1321.47,1321.47,1321.47,1321.47,0,mandg.co.uk,
2019-11-04,1323.77,1323.77,1323.77,1323.77,0,mandg.co.uk,
2019-11-01,1318.35,1318.35,1318.35,1318.35,0,mandg.co.uk,
2019-10-31,1317.23,1317.23,1317.23,1317.23,0,mandg.co.uk,
2019-10-30,1319.74,1319.74,1319.74,1319.74,0,mandg.co.uk,
2019-10-29,1323.44,1323.44,1323.44,1323.44,0,mandg.co.uk,
2019-10-28,1326.69,1326.69,1326.69,1326.69,0,mandg.co.uk,
2019-10-25,1327.68,1327.68,1327.68,1327.68,0,mandg.co.uk,
2019-10-24,1322.34,1322.34,1322.34,1322.34,0,mandg.co.uk,
2019-10-23,1324.18,1324.18,1324.18,1324.18,0,mandg.co.uk,
2019-10-22,1314.34,1314.34,1314.34,1314.34,0,mandg.co.uk,
2019-10-21,1312.93,1312.93,1312.93,1312.93,0,mandg.co.uk,
2019-10-18,1319.25,1319.25,1319.25,1319.25,0,mandg.co.uk,
2019-10-17,1319.51,1319.51,1319.51,1319.51,0,mandg.co.uk,
2019-10-16,1329.23,1329.23,1329.23,1329.23,0,mandg.co.uk,
2019-10-15,1342.44,1342.44,1342.44,1342.44,0,mandg.co.uk,
2019-10-14,1351.27,1351.27,1351.27,1351.27,0,mandg.co.uk,
2019-10-11,1351.1,1351.1,1351.1,1351.1,0,mandg.co.uk,
2019-10-10,1385.94,1385.94,1385.94,1385.94,0,mandg.co.uk,
2019-10-09,1388.09,1388.09,1388.09,1388.09,0,mandg.co.uk,
2019-10-08,1390.84,1390.84,1390.84,1390.84,0,mandg.co.uk,
2019-10-07,1378.98,1378.98,1378.98,1378.98,0,mandg.co.uk,
2019-10-04,1378.29,1378.29,1378.29,1378.29,0,mandg.co.uk,
2019-10-03,1377.4,1377.4,1377.4,1377.4,0,mandg.co.uk,
2019-10-02,1377.66,1377.66,1377.66,1377.66,0,mandg.co.uk,
2019-10-01,1369.82,1369.82,1369.82,1369.82,0,mandg.co.uk,
2019-09-30,1373.23,1373.23,1373.23,1373.23,0,mandg.co.uk,
2019-09-27,1372.74,1372.74,1372.74,1372.74,0,mandg.co.uk,
2019-09-26,1369.79,1369.79,1369.79,1369.79,0,mandg.co.uk,
2019-09-25,1365.31,1365.31,1365.31,1365.31,0,mandg.co.uk,
2019-09-24,1361.54,1361.54,1361.54,1361.54,0,mandg.co.uk,
2019-09-23,1363.57,1363.57,1363.57,1363.57,0,mandg.co.uk,
2019-09-20,1354.59,1354.59,1354.59,1354.59,0,mandg.co.uk,
2019-09-19,1359.11,1359.11,1359.11,1359.11,0,mandg.co.uk,
2019-09-18,1357,1357,1357,1357,0,mandg.co.uk,
2019-09-17,1360.49,1360.49,1360.49,1360.49,0,mandg.co.uk,
2019-09-16,1356.81,1356.81,1356.81,1356.81,0,mandg.co.uk,
2019-09-13,1360.55,1360.55,1360.55,1360.55,0,mandg.co.uk,
2019-09-12,1373.54,1373.54,1373.54,1373.54,0,mandg.co.uk,
2019-09-11,1368.42,1368.42,1368.42,1368.42,0,mandg.co.uk,
2019-09-10,1374.66,1374.66,1374.66,1374.66,0,mandg.co.uk,
2019-09-09,1373.63,1373.63,1373.63,1373.63,0,mandg.co.uk,
2019-09-06,1379.88,1379.88,1379.88,1379.88,0,mandg.co.uk,
2019-09-05,1379.32,1379.32,1379.32,1379.32,0,mandg.co.uk,
2019-09-04,1390.15,1390.15,1390.15,1390.15,0,mandg.co.uk,
2019-09-03,1405.09,1405.09,1405.09,1405.09,0,mandg.co.uk,
2019-09-02,1400.79,1400.79,1400.79,1400.79,0,mandg.co.uk,
2019-08-30,1390.75,1390.75,1390.75,1390.75,0,mandg.co.uk,
2019-08-29,1389.45,1389.45,1389.45,1389.45,0,mandg.co.uk,
2019-08-28,1389.48,1389.48,1389.48,1389.48,0,mandg.co.uk,
2019-08-27,1383.74,1383.74,1383.74,1383.74,0,mandg.co.uk,
2019-08-23,1383.77,1383.77,1383.77,1383.77,0,mandg.co.uk,
2019-08-22,1394.12,1394.12,1394.12,1394.12,0,mandg.co.uk,
2019-08-21,1395.57,1395.57,1395.57,1395.57,0,mandg.co.uk,
2019-08-20,1399.39,1399.39,1399.39,1399.39,0,mandg.co.uk,
2019-08-19,1395.57,1395.57,1395.57,1395.57,0,mandg.co.uk,
2019-08-16,1391.85,1391.85,1391.85,1391.85,0,mandg.co.uk,
2019-08-15,1398.77,1398.77,1398.77,1398.77,0,mandg.co.uk,
2019-08-14,1399.53,1399.53,1399.53,1399.53,0,mandg.co.uk,
2019-08-13,1401.68,1401.68,1401.68,1401.68,0,mandg.co.uk,
2019-08-12,1404.31,1404.31,1404.31,1404.31,0,mandg.co.uk,
2019-08-09,1404.55,1404.55,1404.55,1404.55,0,mandg.co.uk,
2019-08-08,1394.03,1394.03,1394.03,1394.03,0,mandg.co.uk,
2019-08-07,1395.11,1395.11,1395.11,1395.11,0,mandg.co.uk,
2019-08-06,1386.52,1386.52,1386.52,1386.52,0,mandg.co.uk,
2019-08-05,1388.37,1388.37,1388.37,1388.37,0,mandg.co.uk,
2019-08-02,1393.4,1393.4,1393.4,1393.4,0,mandg.co.uk,
2019-08-01,1387.56,1387.56,1387.56,1387.56,0,mandg.co.uk,
2019-07-31,1388.09,1388.09,1388.09,1388.09,0,mandg.co.uk,
2019-07-30,1387.02,1387.02,1387.02,1387.02,0,mandg.co.uk,
2019-07-29,1371.17,1371.17,1371.17,1371.17,0,mandg.co.uk,
2019-07-26,1359.99,1359.99,1359.99,1359.99,0,mandg.co.uk,
2019-07-25,1355.89,1355.89,1355.89,1355.89,0,mandg.co.uk,
2019-07-24,1352.02,1352.02,1352.02,1352.02,0,mandg.co.uk,
2019-07-23,1358.01,1358.01,1358.01,1358.01,0,mandg.co.uk,
2019-07-22,1358.05,1358.05,1358.05,1358.05,0,mandg.co.uk,
2019-07-19,1350.96,1350.96,1350.96,1350.96,0,mandg.co.uk,
2019-07-18,1355.01,1355.01,1355.01,1355.01,0,mandg.co.uk,
2019-07-17,1360.91,1360.91,1360.91,1360.91,0,mandg.co.uk,
2019-07-16,1360.4,1360.4,1360.4,1360.4,0,mandg.co.uk,
2019-07-15,1347.77,1347.77,1347.77,1347.77,0,mandg.co.uk,
2019-07-12,1346.05,1346.05,1346.05,1346.05,0,mandg.co.uk,
2019-07-11,1345.89,1345.89,1345.89,1345.89,0,mandg.co.uk,
2019-07-10,1347.79,1347.79,1347.79,1347.79,0,mandg.co.uk,
2019-07-09,1350.01,1350.01,1350.01,1350.01,0,mandg.co.uk,
2019-07-08,1346.01,1346.01,1346.01,1346.01,0,mandg.co.uk,
2019-07-05,1348.72,1348.72,1348.72,1348.72,0,mandg.co.uk,
2019-07-04,1346.61,1346.61,1346.61,1346.61,0,mandg.co.uk,
2019-07-03,1345.2,1345.2,1345.2,1345.2,0,mandg.co.uk,
2019-07-02,1335.62,1335.62,1335.62,1335.62,0,mandg.co.uk,
2019-07-01,1334.54,1334.54,1334.54,1334.54,0,mandg.co.uk,
2019-06-28,1329.09,1329.09,1329.09,1329.09,0,mandg.co.uk,
2019-06-27,1324.74,1324.74,1324.74,1324.74,0,mandg.co.uk,
2019-06-26,1326.5,1326.5,1326.5,1326.5,0,mandg.co.uk,
2019-06-25,1321.81,1321.81,1321.81,1321.81,0,mandg.co.uk,
2019-06-24,1321.97,1321.97,1321.97,1321.97,0,mandg.co.uk,
2019-06-21,1325.94,1325.94,1325.94,1325.94,0,mandg.co.uk,
2019-06-20,1322.06,1322.06,1322.06,1322.06,0,mandg.co.uk,
2019-06-19,1321.42,1321.42,1321.42,1321.42,0,mandg.co.uk,
2019-06-18,1323.36,1323.36,1323.36,1323.36,0,mandg.co.uk,
2019-06-17,1314.63,1314.63,1314.63,1314.63,0,mandg.co.uk,
2019-06-14,1313.07,1313.07,1313.07,1313.07,0,mandg.co.uk,
2019-06-13,1308.2,1308.2,1308.2,1308.2,0,mandg.co.uk,
2019-06-12,1303.22,1303.22,1303.22,1303.22,0,mandg.co.uk,
2019-06-11,1303.76,1303.76,1303.76,1303.76,0,mandg.co.uk,
2019-06-10,1306.08,1306.08,1306.08,1306.08,0,mandg.co.uk,
2019-06-07,1298.27,1298.27,1298.27,1298.27,0,mandg.co.uk,
2019-06-06,1300.18,1300.18,1300.18,1300.18,0,mandg.co.uk,
2019-06-05,1297.79,1297.79,1297.79,1297.79,0,mandg.co.uk,
2019-06-04,1297.08,1297.08,1297.08,1297.08,0,mandg.co.uk,
2019-06-03,1297.12,1297.12,1297.12,1297.12,0,mandg.co.uk,
2019-05-31,1299.52,1299.52,1299.52,1299.52,0,mandg.co.uk,
2019-05-30,1292.38,1292.38,1292.38,1292.38,0,mandg.co.uk,
2019-05-29,1290.49,1290.49,1290.49,1290.49,0,mandg.co.uk,
2019-05-28,1288.46,1288.46,1288.46,1288.46,0,mandg.co.uk,
2019-05-24,1284.8,1284.8,1284.8,1284.8,0,mandg.co.uk,
2019-05-23,1286.28,1286.28,1286.28,1286.28,0,mandg.co.uk,
2019-05-22,1284.26,1284.26,1284.26,1284.26,0,mandg.co.uk,
2019-05-21,1279.66,1279.66,1279.66,1279.66,0,mandg.co.uk,
2019-05-20,1276.9,1276.9,1276.9,1276.9,0,mandg.co.uk,
2019-05-17,1276.42,1276.42,1276.42,1276.42,0,mandg.co.uk,
2019-05-16,1272.7,1272.7,1272.7,1272.7,0,mandg.co.uk,
2019-05-15,1263.78,1263.78,1263.78,1263.78,0,mandg.co.uk,
2019-05-14,1258.28,1258.28,1258.28,1258.28,0,mandg.co.uk,
2019-05-13,1253.06,1253.06,1253.06,1253.06,0,mandg.co.uk,
2019-05-10,1253.3,1253.3,1253.3,1253.3,0,mandg.co.uk,
2019-05-09,1254.59,1254.59,1254.59,1254.59,0,mandg.co.uk,
2019-05-08,1252.37,1252.37,1252.37,1252.37,0,mandg.co.uk,
2019-05-07,1245.52,1245.52,1245.52,1245.52,0,mandg.co.uk,
2019-05-03,1248.89,1248.89,1248.89,1248.89,0,mandg.co.uk,
2019-05-02,1246.78,1246.78,1246.78,1246.78,0,mandg.co.uk,
2019-05-01,1247.86,1247.86,1247.86,1247.86,0,mandg.co.uk,
2019-04-30,1250.79,1250.79,1250.79,1250.79,0,mandg.co.uk,
2019-04-29,1257.24,1257.24,1257.24,1257.24,0,mandg.co.uk,
2019-04-26,1256.66,1256.66,1256.66,1256.66,0,mandg.co.uk,
2019-04-25,1259.46,1259.46,1259.46,1259.46,0,mandg.co.uk,
2019-04-24,1258.57,1258.57,1258.57,1258.57,0,mandg.co.uk,
2019-04-23,1252.89,1252.89,1252.89,1252.89,0,mandg.co.uk,
2019-04-18,1252.68,1252.68,1252.68,1252.68,0,mandg.co.uk,
2019-04-17,1250.8,1250.8,1250.8,1250.8,0,mandg.co.uk,
2019-04-16,1247.17,1247.17,1247.17,1247.17,0,mandg.co.uk,
2019-04-15,1245.36,1245.36,1245.36,1245.36,0,mandg.co.uk,
2019-04-12,1243.07,1243.07,1243.07,1243.07,0,mandg.co.uk,
2019-04-11,1243.53,1243.53,1243.53,1243.53,0,mandg.co.uk,
2019-04-10,1244.25,1244.25,1244.25,1244.25,0,mandg.co.uk,
2019-04-09,1247.51,1247.51,1247.51,1247.51,0,mandg.co.uk,
2019-04-08,1248.46,1248.46,1248.46,1248.46,0,mandg.co.uk,
2019-04-05,1246.5,1246.5,1246.5,1246.5,0,mandg.co.uk,
2019-04-04,1239.4,1239.4,1239.4,1239.4,0,mandg.co.uk,
2019-04-03,1237.23,1237.23,1237.23,1237.23,0,mandg.co.uk,
2019-04-02,1247.01,1247.01,1247.01,1247.01,0,mandg.co.uk,
2019-04-01,1243.32,1243.32,1243.32,1243.32,0,mandg.co.uk,
2019-03-29,1241.95,1241.95,1241.95,1241.95,0,mandg.co.uk,
2019-03-28,1238.53,1238.53,1238.53,1238.53,0,mandg.co.uk,
2019-03-27,1233.15,1233.15,1233.15,1233.15,0,mandg.co.uk,
2019-03-26,1233.51,1233.51,1233.51,1233.51,0,mandg.co.uk,
2019-03-25,1231.8,1231.8,1231.8,1231.8,0,mandg.co.uk,
2019-03-22,1237.44,1237.44,1237.44,1237.44,0,mandg.co.uk,
2019-03-21,1241.24,1241.24,1241.24,1241.24,0,mandg.co.uk,
2019-03-20,1226.08,1226.08,1226.08,1226.08,0,mandg.co.uk,
2019-03-19,1221.33,1221.33,1221.33,1221.33,0,mandg.co.uk,
2019-03-18,1221.49,1221.49,1221.49,1221.49,0,mandg.co.uk,
2019-03-15,1217.02,1217.02,1217.02,1217.02,0,mandg.co.uk,
2019-03-14,1218.51,1218.51,1218.51,1218.51,0,mandg.co.uk,
2019-03-13,1229.28,1229.28,1229.28,1229.28,0,mandg.co.uk,
2019-03-12,1235.95,1235.95,1235.95,1235.95,0,mandg.co.uk,
2019-03-11,1237.24,1237.24,1237.24,1237.24,0,mandg.co.uk,
2019-03-08,1230.1,1230.1,1230.1,1230.1,0,mandg.co.uk,
2019-03-07,1227.32,1227.32,1227.32,1227.32,0,mandg.co.uk,
2019-03-06,1226.88,1226.88,1226.88,1226.88,0,mandg.co.uk,
2019-03-05,1224.25,1224.25,1224.25,1224.25,0,mandg.co.uk,
2019-03-04,1222.94,1222.94,1222.94,1222.94,0,mandg.co.uk,
2019-03-01,1222.22,1222.22,1222.22,1222.22,0,mandg.co.uk,
2019-02-28,1219.83,1219.83,1219.83,1219.83,0,mandg.co.uk,
2019-02-27,1218.46,1218.46,1218.46,1218.46,0,mandg.co.uk,
2019-02-26,1224.88,1224.88,1224.88,1224.88,0,mandg.co.uk,
2019-02-25,1236.07,1236.07,1236.07,1236.07,0,mandg.co.uk,
2019-02-22,1238.82,1238.82,1238.82,1238.82,0,mandg.co.uk,
2019-02-21,1235.76,1235.76,1235.76,1235.76,0,mandg.co.uk,
2019-02-20,1238.42,1238.42,1238.42,1238.42,0,mandg.co.uk,
2019-02-19,1244.68,1244.68,1244.68,1244.68,0,mandg.co.uk,
2019-02-18,1245.33,1245.33,1245.33,1245.33,0,mandg.co.uk,
2019-02-15,1253.67,1253.67,1253.67,1253.67,0,mandg.co.uk,
2019-02-14,1252.19,1252.19,1252.19,1252.19,0,mandg.co.uk,
2019-02-13,1244.04,1244.04,1244.04,1244.04,0,mandg.co.uk,
2019-02-12,1249.46,1249.46,1249.46,1249.46,0,mandg.co.uk,
2019-02-11,1246.38,1246.38,1246.38,1246.38,0,mandg.co.uk,
2019-02-08,1243.32,1243.32,1243.32,1243.32,0,mandg.co.uk,
2019-02-07,1251.47,1251.47,1251.47,1251.47,0,mandg.co.uk,
2019-02-06,1246.36,1246.36,1246.36,1246.36,0,mandg.co.uk,
2019-02-05,1240.84,1240.84,1240.84,1240.84,0,mandg.co.uk,
2019-02-04,1236.81,1236.81,1236.81,1236.81,0,mandg.co.uk,
2019-02-01,1239.82,1239.82,1239.82,1239.82,0,mandg.co.uk,
2019-01-31,1232.41,1232.41,1232.41,1232.41,0,mandg.co.uk,
2019-01-30,1227.4,1227.4,1227.4,1227.4,0,mandg.co.uk,
2019-01-29,1221.49,1221.49,1221.49,1221.49,0,mandg.co.uk,
2019-01-28,1221.23,1221.23,1221.23,1221.23,0,mandg.co.uk,
2019-01-25,1223.13,1223.13,1223.13,1223.13,0,mandg.co.uk,
2019-01-24,1228.93,1228.93,1228.93,1228.93,0,mandg.co.uk,
2019-01-23,1226.9,1226.9,1226.9,1226.9,0,mandg.co.uk,
2019-01-22,1239.09,1239.09,1239.09,1239.09,0,mandg.co.uk,
2019-01-21,1241.16,1241.16,1241.16,1241.16,0,mandg.co.uk,
2019-01-18,1236.59,1236.59,1236.59,1236.59,0,mandg.co.uk,
2019-01-17,1241.31,1241.31,1241.31,1241.31,0,mandg.co.uk,
2019-01-16,1244.32,1244.32,1244.32,1244.32,0,mandg.co.uk,
2019-01-15,1244.77,1244.77,1244.77,1244.77,0,mandg.co.uk,
2019-01-14,1243.98,1243.98,1243.98,1243.98,0,mandg.co.uk,
2019-01-11,1249.74,1249.74,1249.74,1249.74,0,mandg.co.uk,
2019-01-10,1257.51,1257.51,1257.51,1257.51,0,mandg.co.uk,
2019-01-09,1252.23,1252.23,1252.23,1252.23,0,mandg.co.uk,
2019-01-08,1248.76,1248.76,1248.76,1248.76,0,mandg.co.uk,
2019-01-07,1251.94,1251.94,1251.94,1251.94,0,mandg.co.uk,
2019-01-04,1257.41,1257.41,1257.41,1257.41,0,mandg.co.uk,
2019-01-03,1263.2,1263.2,1263.2,1263.2,0,mandg.co.uk,
2019-01-02,1252.9,1252.9,1252.9,1252.9,0,mandg.co.uk,
2018-12-31,1240.29,1240.29,1240.29,1240.29,0,mandg.co.uk,
2018-12-28,1245.67,1245.67,1245.67,1245.67,0,mandg.co.uk,
2018-12-27,1247.02,1247.02,1247.02,1247.02,0,mandg.co.uk,
2018-12-24,1244.77,1244.77,1244.77,1244.77,0,mandg.co.uk,
2018-12-21,1243.4,1243.4,1243.4,1243.4,0,mandg.co.uk,
2018-12-20,1243.94,1243.94,1243.94,1243.94,0,mandg.co.uk,
2018-12-19,1243.05,1243.05,1243.05,1243.05,0,mandg.co.uk,
2018-12-18,1238.99,1238.99,1238.99,1238.99,0,mandg.co.uk,
2018-12-17,1239.33,1239.33,1239.33,1239.33,0,mandg.co.uk,
2018-12-14,1244.78,1244.78,1244.78,1244.78,0,mandg.co.uk,
2018-12-13,1238.34,1238.34,1238.34,1238.34,0,mandg.co.uk,
2018-12-12,1245.4,1245.4,1245.4,1245.4,0,mandg.co.uk,
2018-12-11,1241.71,1241.71,1241.71,1241.71,0,mandg.co.uk,
2018-12-10,1238.97,1238.97,1238.97,1238.97,0,mandg.co.uk,
2018-12-07,1226.62,1226.62,1226.62,1226.62,0,mandg.co.uk,
2018-12-06,1227.75,1227.75,1227.75,1227.75,0,mandg.co.uk,
2018-12-05,1226.88,1226.88,1226.88,1226.88,0,mandg.co.uk,
2018-12-04,1225.68,1225.68,1225.68,1225.68,0,mandg.co.uk,
2018-12-03,1229.8,1229.8,1229.8,1229.8,0,mandg.co.uk,
2018-11-30,1225.53,1225.53,1225.53,1225.53,0,mandg.co.uk,
2018-11-29,1223.75,1223.75,1223.75,1223.75,0,mandg.co.uk,
2018-11-28,1214.73,1214.73,1214.73,1214.73,0,mandg.co.uk,
2018-11-27,1221.07,1221.07,1221.07,1221.07,0,mandg.co.uk,
2018-11-26,1213.67,1213.67,1213.67,1213.67,0,mandg.co.uk,
2018-11-23,1217.6,1217.6,1217.6,1217.6,0,mandg.co.uk,
2018-11-22,1213.02,1213.02,1213.02,1213.02,0,mandg.co.uk,
2018-11-21,1218.53,1218.53,1218.53,1218.53,0,mandg.co.uk,
2018-11-20,1218.21,1218.21,1218.21,1218.21,0,mandg.co.uk,
2018-11-19,1221.61,1221.61,1221.61,1221.61,0,mandg.co.uk,
2018-11-16,1217.31,1217.31,1217.31,1217.31,0,mandg.co.uk,
2018-11-15,1216.44,1216.44,1216.44,1216.44,0,mandg.co.uk,
2018-11-14,1201.75,1201.75,1201.75,1201.75,0,mandg.co.uk,
2018-11-13,1203.27,1203.27,1203.27,1203.27,0,mandg.co.uk,
2018-11-12,1208.31,1208.31,1208.31,1208.31,0,mandg.co.uk,
2018-11-09,1197.53,1197.53,1197.53,1197.53,0,mandg.co.uk,
2018-11-08,1190.42,1190.42,1190.42,1190.42,0,mandg.co.uk,
2018-11-07,1188.65,1188.65,1188.65,1188.65,0,mandg.co.uk,
2018-11-06,1193.24,1193.24,1193.24,1193.24,0,mandg.co.uk,
2018-11-05,1200.51,1200.51,1200.51,1200.51,0,mandg.co.uk,
2018-11-02,1201.77,1201.77,1201.77,1201.77,0,mandg.co.uk,
2018-11-01,1207.76,1207.76,1207.76,1207.76,0,mandg.co.uk,
2018-10-31,1214.8,1214.8,1214.8,1214.8,0,mandg.co.uk,
2018-10-30,1218.44,1218.44,1218.44,1218.44,0,mandg.co.uk,
2018-10-29,1213.81,1213.81,1213.81,1213.81,0,mandg.co.uk,
2018-10-26,1215.4,1215.4,1215.4,1215.4,0,mandg.co.uk,
2018-10-25,1206.2,1206.2,1206.2,1206.2,0,mandg.co.uk,
2018-10-24,1205.05,1205.05,1205.05,1205.05,0,mandg.co.uk,
2018-10-23,1200.72,1200.72,1200.72,1200.72,0,mandg.co.uk,
2018-10-22,1197.5,1197.5,1197.5,1197.5,0,mandg.co.uk,
2018-10-19,1196.69,1196.69,1196.69,1196.69,0,mandg.co.uk,
2018-10-18,1189.18,1189.18,1189.18,1189.18,0,mandg.co.uk,
2018-10-17,1194.9,1194.9,1194.9,1194.9,0,mandg.co.uk,
2018-10-16,1186.97,1186.97,1186.97,1186.97,0,mandg.co.uk,
2018-10-15,1190.82,1190.82,1190.82,1190.82,0,mandg.co.uk,
2018-10-12,1184.23,1184.23,1184.23,1184.23,0,mandg.co.uk,
2018-10-11,1183.83,1183.83,1183.83,1183.83,0,mandg.co.uk,
2018-10-10,1186.22,1186.22,1186.22,1186.22,0,mandg.co.uk,
2018-10-09,1192.99,1192.99,1192.99,1192.99,0,mandg.co.uk,
2018-10-08,1195.82,1195.82,1195.82,1195.82,0,mandg.co.uk,
