date,open,high,low,close,volume,
2017-08-19,207.3,207.3,207.3,207.3,0,Fidelity
2017-08-20,207.3,207.3,207.3,207.3,0,Fidelity
2017-08-21,207.3,207.3,207.3,207.3,0,Fidelity
2017-08-22,207.8,207.8,207.8,207.8,0,Fidelity
2017-08-23,208.7,208.7,208.7,208.7,0,Fidelity
2017-08-24,208.7,208.7,208.7,208.7,0,Fidelity
2017-08-25,208.9,208.9,208.9,208.9,0,Fidelity
2017-08-26,208.9,208.9,208.9,208.9,0,Fidelity
2017-08-27,208.9,208.9,208.9,208.9,0,Fidelity
2017-08-28,208.9,208.9,208.9,208.9,0,Fidelity
2017-08-29,207.5,207.5,207.5,207.5,0,Fidelity
2017-08-30,208,208,208,208,0,Fidelity
2017-08-31,208.6,208.6,208.6,208.6,0,Fidelity
2017-09-01,209.1,209.1,209.1,209.1,0,Fidelity
2017-09-02,209.1,209.1,209.1,209.1,0,Fidelity
2017-09-03,209.1,209.1,209.1,209.1,0,Fidelity
2017-09-04,208.5,208.5,208.5,208.5,0,Fidelity
2017-09-05,208.4,208.4,208.4,208.4,0,Fidelity
2017-09-06,207.7,207.7,207.7,207.7,0,Fidelity
2017-09-07,208,208,208,208,0,Fidelity
2017-09-08,207.5,207.5,207.5,207.5,0,Fidelity
2017-09-09,207.5,207.5,207.5,207.5,0,Fidelity
2017-09-10,207.5,207.5,207.5,207.5,0,Fidelity
2017-09-11,208,208,208,208,0,Fidelity
2017-09-12,207.8,207.8,207.8,207.8,0,Fidelity
2017-09-13,207.8,207.8,207.8,207.8,0,Fidelity
2017-09-14,207.8,207.8,207.8,207.8,0,Fidelity
2017-09-15,204.7,204.7,204.7,204.7,0,Fidelity
2017-09-16,204.7,204.7,204.7,204.7,0,Fidelity
2017-09-17,204.7,204.7,204.7,204.7,0,Fidelity
2017-09-18,205.5,205.5,205.5,205.5,0,Fidelity
2017-09-19,206.2,206.2,206.2,206.2,0,Fidelity
2017-09-20,206,206,206,206,0,Fidelity
2017-09-21,206.2,206.2,206.2,206.2,0,Fidelity
2017-09-22,205.4,205.4,205.4,205.4,0,Fidelity
2017-09-23,205.4,205.4,205.4,205.4,0,Fidelity
2017-09-24,205.4,205.4,205.4,205.4,0,Fidelity
2017-09-25,205.8,205.8,205.8,205.8,0,Fidelity
2017-09-26,205.6,205.6,205.6,205.6,0,Fidelity
2017-09-27,205.4,205.4,205.4,205.4,0,Fidelity
2017-09-28,205.3,205.3,205.3,205.3,0,Fidelity
2017-09-29,206.2,206.2,206.2,206.2,0,Fidelity
2017-09-30,206.2,206.2,206.2,206.2,0,Fidelity
2017-10-01,206.2,206.2,206.2,206.2,0,Fidelity
2017-10-02,207.3,207.3,207.3,207.3,0,Fidelity
2017-10-03,208.2,208.2,208.2,208.2,0,Fidelity
2017-10-04,208.4,208.4,208.4,208.4,0,Fidelity
2017-10-05,209.1,209.1,209.1,209.1,0,Fidelity
2017-10-06,210.2,210.2,210.2,210.2,0,Fidelity
2017-10-07,210.2,210.2,210.2,210.2,0,Fidelity
2017-10-08,210.2,210.2,210.2,210.2,0,Fidelity
2017-10-09,209.7,209.7,209.7,209.7,0,Fidelity
2017-10-10,209.7,209.7,209.7,209.7,0,Fidelity
2017-10-11,210,210,210,210,0,Fidelity
2017-10-12,210.6,210.6,210.6,210.6,0,Fidelity
2017-10-13,210.2,210.2,210.2,210.2,0,Fidelity
2017-10-14,210.2,210.2,210.2,210.2,0,Fidelity
2017-10-15,210.2,210.2,210.2,210.2,0,Fidelity
2017-10-16,210.6,210.6,210.6,210.6,0,Fidelity
2017-10-17,211.3,211.3,211.3,211.3,0,Fidelity
2017-10-18,211.5,211.5,211.5,211.5,0,Fidelity
2017-10-19,211.3,211.3,211.3,211.3,0,Fidelity
2017-10-20,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-21,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-22,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-23,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-24,211.3,211.3,211.3,211.3,0,Fidelity
2017-10-25,210.7,210.7,210.7,210.7,0,Fidelity
2017-10-26,210.4,210.4,210.4,210.4,0,Fidelity
2017-10-27,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-28,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-29,211.7,211.7,211.7,211.7,0,Fidelity
2017-10-30,211.1,211.1,211.1,211.1,0,Fidelity
2017-10-31,211.3,211.3,211.3,211.3,0,Fidelity
2017-11-01,211.3,211.3,211.3,211.3,0,Fidelity
2017-11-02,211.8,211.8,211.8,211.8,0,Fidelity
2017-11-03,213.1,213.1,213.1,213.1,0,Fidelity
2017-11-04,213.1,213.1,213.1,213.1,0,Fidelity
2017-11-05,213.1,213.1,213.1,213.1,0,Fidelity
2017-11-06,213.3,213.3,213.3,213.3,0,Fidelity
2017-11-07,213.1,213.1,213.1,213.1,0,Fidelity
2017-11-08,213.1,213.1,213.1,213.1,0,Fidelity
2017-11-09,213.1,213.1,213.1,213.1,0,Fidelity
2017-11-10,212,212,212,212,0,Fidelity
2017-11-11,212,212,212,212,0,Fidelity
2017-11-12,212,212,212,212,0,Fidelity
2017-11-13,212,212,212,212,0,Fidelity
2017-11-14,212,212,212,212,0,Fidelity
2017-11-15,210.7,210.7,210.7,210.7,0,Fidelity
2017-11-16,211.1,211.1,211.1,211.1,0,Fidelity
2017-11-17,211.6,211.6,211.6,211.6,0,Fidelity
2017-11-18,211.6,211.6,211.6,211.6,0,Fidelity
2017-11-19,211.6,211.6,211.6,211.6,0,Fidelity
2017-11-20,211.3,211.3,211.3,211.3,0,Fidelity
2017-11-21,211.8,211.8,211.8,211.8,0,Fidelity
2017-11-22,212.4,212.4,212.4,212.4,0,Fidelity
2017-11-23,212.2,212.2,212.2,212.2,0,Fidelity
2017-11-24,212.6,212.6,212.6,212.6,0,Fidelity
2017-11-25,212.6,212.6,212.6,212.6,0,Fidelity
2017-11-26,212.6,212.6,212.6,212.6,0,Fidelity
2017-11-27,212.4,212.4,212.4,212.4,0,Fidelity
2017-11-28,212.7,212.7,212.7,212.7,0,Fidelity
2017-11-29,212.2,212.2,212.2,212.2,0,Fidelity
2017-11-30,211.5,211.5,211.5,211.5,0,Fidelity
2017-12-01,210,210,210,210,0,Fidelity
2017-12-02,210,210,210,210,0,Fidelity
2017-12-03,210,210,210,210,0,Fidelity
2017-12-04,210.5,210.5,210.5,210.5,0,Fidelity
2017-12-05,210.9,210.9,210.9,210.9,0,Fidelity
2017-12-06,210.4,210.4,210.4,210.4,0,Fidelity
2017-12-07,210.9,210.9,210.9,210.9,0,Fidelity
2017-12-08,210.4,210.4,210.4,210.4,0,Fidelity
2017-12-09,210.4,210.4,210.4,210.4,0,Fidelity
2017-12-10,210.4,210.4,210.4,210.4,0,Fidelity
2017-12-11,211.4,211.4,211.4,211.4,0,Fidelity
2017-12-12,212,212,212,212,0,Fidelity
2017-12-13,212,212,212,212,0,Fidelity
2017-12-14,211.6,211.6,211.6,211.6,0,Fidelity
2017-12-15,211.6,211.6,211.6,211.6,0,Fidelity
2017-12-16,211.6,211.6,211.6,211.6,0,Fidelity
2017-12-17,211.6,211.6,211.6,211.6,0,Fidelity
2017-12-18,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-19,213.6,213.6,213.6,213.6,0,Fidelity
2017-12-20,212.9,212.9,212.9,212.9,0,Fidelity
2017-12-21,212.9,212.9,212.9,212.9,0,Fidelity
2017-12-22,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-23,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-24,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-25,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-26,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-27,213.1,213.1,213.1,213.1,0,Fidelity
2017-12-28,213.6,213.6,213.6,213.6,0,Fidelity
2017-12-29,213.3,213.3,213.3,213.3,0,Fidelity
2017-12-30,213.3,213.3,213.3,213.3,0,Fidelity
2017-12-31,213.3,213.3,213.3,213.3,0,Fidelity
2018-01-01,213.3,213.3,213.3,213.3,0,Fidelity
2018-01-02,213.1,213.1,213.1,213.1,0,Fidelity
2018-01-03,213.4,213.4,213.4,213.4,0,Fidelity
2018-01-04,214.9,214.9,214.9,214.9,0,Fidelity
2018-01-05,216,216,216,216,0,Fidelity
2018-01-06,216,216,216,216,0,Fidelity
2018-01-07,216,216,216,216,0,Fidelity
2018-01-08,216.4,216.4,216.4,216.4,0,Fidelity
2018-01-09,216.5,216.5,216.5,216.5,0,Fidelity
2018-01-10,216.2,216.2,216.2,216.2,0,Fidelity
2018-01-11,216.9,216.9,216.9,216.9,0,Fidelity
2018-01-12,216.4,216.4,216.4,216.4,0,Fidelity
2018-01-13,216.4,216.4,216.4,216.4,0,Fidelity
2018-01-14,216.4,216.4,216.4,216.4,0,Fidelity
2018-01-15,216,216,216,216,0,Fidelity
2018-01-16,216.5,216.5,216.5,216.5,0,Fidelity
2018-01-17,216.2,216.2,216.2,216.2,0,Fidelity
2018-01-18,215.3,215.3,215.3,215.3,0,Fidelity
2018-01-19,215.6,215.6,215.6,215.6,0,Fidelity
2018-01-20,215.6,215.6,215.6,215.6,0,Fidelity
2018-01-21,215.6,215.6,215.6,215.6,0,Fidelity
2018-01-22,215.6,215.6,215.6,215.6,0,Fidelity
2018-01-23,216.2,216.2,216.2,216.2,0,Fidelity
2018-01-24,214.9,214.9,214.9,214.9,0,Fidelity
2018-01-25,214.2,214.2,214.2,214.2,0,Fidelity
2018-01-26,214.3,214.3,214.3,214.3,0,Fidelity
2018-01-27,214.3,214.3,214.3,214.3,0,Fidelity
2018-01-28,214.3,214.3,214.3,214.3,0,Fidelity
2018-01-29,216,216,216,216,0,Fidelity
2018-01-30,214.3,214.3,214.3,214.3,0,Fidelity
2018-01-31,213.4,213.4,213.4,213.4,0,Fidelity
2018-02-01,212.7,212.7,212.7,212.7,0,Fidelity
2018-02-02,211.2,211.2,211.2,211.2,0,Fidelity
2018-02-03,211.2,211.2,211.2,211.2,0,Fidelity
2018-02-04,211.2,211.2,211.2,211.2,0,Fidelity
2018-02-05,209.9,209.9,209.9,209.9,0,Fidelity
2018-02-06,206.1,206.1,206.1,206.1,0,Fidelity
2018-02-07,207.2,207.2,207.2,207.2,0,Fidelity
2018-02-08,206.5,206.5,206.5,206.5,0,Fidelity
2018-02-09,204.5,204.5,204.5,204.5,0,Fidelity
2018-02-10,204.5,204.5,204.5,204.5,0,Fidelity
2018-02-11,204.5,204.5,204.5,204.5,0,Fidelity
2018-02-12,205,205,205,205,0,Fidelity
2018-02-13,204.6,204.6,204.6,204.6,0,Fidelity
2018-02-14,206.5,206.5,206.5,206.5,0,Fidelity
2018-02-15,206.8,206.8,206.8,206.8,0,Fidelity
2018-02-16,208.1,208.1,208.1,208.1,0,Fidelity
2018-02-17,208.1,208.1,208.1,208.1,0,Fidelity
2018-02-18,208.1,208.1,208.1,208.1,0,Fidelity
2018-02-19,208.7,208.7,208.7,208.7,0,Fidelity
2018-02-20,207.7,207.7,207.7,207.7,0,Fidelity
2018-02-21,208.5,208.5,208.5,208.5,0,Fidelity
2018-02-22,208.1,208.1,208.1,208.1,0,Fidelity
2018-02-23,208.3,208.3,208.3,208.3,0,Fidelity
2018-02-24,208.3,208.3,208.3,208.3,0,Fidelity
2018-02-25,208.3,208.3,208.3,208.3,0,Fidelity
2018-02-26,209.2,209.2,209.2,209.2,0,Fidelity
2018-02-27,210.1,210.1,210.1,210.1,0,Fidelity
2018-02-28,209.8,209.8,209.8,209.8,0,Fidelity
2018-03-01,208.8,208.8,208.8,208.8,0,Fidelity
2018-03-02,207.2,207.2,207.2,207.2,0,Fidelity
2018-03-03,207.2,207.2,207.2,207.2,0,Fidelity
2018-03-04,207.2,207.2,207.2,207.2,0,Fidelity
2018-03-05,206.8,206.8,206.8,206.8,0,Fidelity
2018-03-06,208.1,208.1,208.1,208.1,0,Fidelity
2018-03-07,207.7,207.7,207.7,207.7,0,Fidelity
2018-03-08,208.1,208.1,208.1,208.1,0,Fidelity
2018-03-09,208.8,208.8,208.8,208.8,0,Fidelity
2018-03-10,208.8,208.8,208.8,208.8,0,Fidelity
2018-03-11,208.8,208.8,208.8,208.8,0,Fidelity
2018-03-12,210.3,210.3,210.3,210.3,0,Fidelity
2018-03-13,210.3,210.3,210.3,210.3,0,Fidelity
2018-03-14,209.6,209.6,209.6,209.6,0,Fidelity
2018-03-15,209,209,209,209,0,Fidelity
2018-03-16,208.5,208.5,208.5,208.5,0,Fidelity
2018-03-17,208.5,208.5,208.5,208.5,0,Fidelity
2018-03-18,208.5,208.5,208.5,208.5,0,Fidelity
2018-03-19,207,207,207,207,0,Fidelity
2018-03-20,207,207,207,207,0,Fidelity
2018-03-21,206.3,206.3,206.3,206.3,0,Fidelity
2018-03-22,204.8,204.8,204.8,204.8,0,Fidelity
2018-03-23,203.2,203.2,203.2,203.2,0,Fidelity
2018-03-24,203.2,203.2,203.2,203.2,0,Fidelity
2018-03-25,203.2,203.2,203.2,203.2,0,Fidelity
2018-03-26,202.4,202.4,202.4,202.4,0,Fidelity
2018-03-27,204.3,204.3,204.3,204.3,0,Fidelity
2018-03-28,203.2,203.2,203.2,203.2,0,Fidelity
2018-03-29,204.3,204.3,204.3,204.3,0,Fidelity
2018-03-30,204.3,204.3,204.3,204.3,0,Fidelity
2018-03-31,204.3,204.3,204.3,204.3,0,Fidelity
2018-04-01,204.3,204.3,204.3,204.3,0,Fidelity
2018-04-02,204.3,204.3,204.3,204.3,0,Fidelity
2018-04-03,204.3,204.3,204.3,204.3,0,Fidelity
2018-04-04,203,203,203,203,0,Fidelity
2018-04-05,205.5,205.5,205.5,205.5,0,Fidelity
2018-04-06,205.9,205.9,205.9,205.9,0,Fidelity
2018-04-07,205.9,205.9,205.9,205.9,0,Fidelity
2018-04-08,205.9,205.9,205.9,205.9,0,Fidelity
2018-04-09,205.3,205.3,205.3,205.3,0,Fidelity
2018-04-10,205.9,205.9,205.9,205.9,0,Fidelity
2018-04-11,205.7,205.7,205.7,205.7,0,Fidelity
2018-04-12,206.3,206.3,206.3,206.3,0,Fidelity
2018-04-13,205.7,205.7,205.7,205.7,0,Fidelity
2018-04-14,205.7,205.7,205.7,205.7,0,Fidelity
2018-04-15,205.7,205.7,205.7,205.7,0,Fidelity
2018-04-16,205.5,205.5,205.5,205.5,0,Fidelity
2018-04-17,205.3,205.3,205.3,205.3,0,Fidelity
2018-04-18,207.2,207.2,207.2,207.2,0,Fidelity
2018-04-19,207.5,207.5,207.5,207.5,0,Fidelity
2018-04-20,208.2,208.2,208.2,208.2,0,Fidelity
2018-04-21,208.2,208.2,208.2,208.2,0,Fidelity
2018-04-22,208.2,208.2,208.2,208.2,0,Fidelity
2018-04-23,207.9,207.9,207.9,207.9,0,Fidelity
2018-04-24,208.2,208.2,208.2,208.2,0,Fidelity
2018-04-25,206.8,206.8,206.8,206.8,0,Fidelity
2018-04-26,207.1,207.1,207.1,207.1,0,Fidelity
2018-04-27,209.1,209.1,209.1,209.1,0,Fidelity
2018-04-28,209.1,209.1,209.1,209.1,0,Fidelity
2018-04-29,209.1,209.1,209.1,209.1,0,Fidelity
2018-04-30,210.2,210.2,210.2,210.2,0,Fidelity
2018-05-01,210,210,210,210,0,Fidelity
2018-05-02,210.4,210.4,210.4,210.4,0,Fidelity
2018-05-03,210.2,210.2,210.2,210.2,0,Fidelity
2018-05-04,210.2,210.2,210.2,210.2,0,Fidelity
2018-05-05,210.2,210.2,210.2,210.2,0,Fidelity
2018-05-06,210.2,210.2,210.2,210.2,0,Fidelity
2018-05-07,210.2,210.2,210.2,210.2,0,Fidelity
2018-05-08,210.9,210.9,210.9,210.9,0,Fidelity
2018-05-09,210.8,210.8,210.8,210.8,0,Fidelity
2018-05-10,210.9,210.9,210.9,210.9,0,Fidelity
2018-05-11,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-12,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-13,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-14,213,213,213,213,0,Fidelity
2018-05-15,213,213,213,213,0,Fidelity
2018-05-16,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-17,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-18,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-19,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-20,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-21,213.3,213.3,213.3,213.3,0,Fidelity
2018-05-22,213.5,213.5,213.5,213.5,0,Fidelity
2018-05-23,213.1,213.1,213.1,213.1,0,Fidelity
2018-05-24,212.9,212.9,212.9,212.9,0,Fidelity
2018-05-25,213.3,213.3,213.3,213.3,0,Fidelity
2018-05-26,213.3,213.3,213.3,213.3,0,Fidelity
2018-05-27,213.3,213.3,213.3,213.3,0,Fidelity
2018-05-28,213.3,213.3,213.3,213.3,0,Fidelity
2018-05-29,212.4,212.4,212.4,212.4,0,Fidelity
2018-05-30,212.2,212.2,212.2,212.2,0,Fidelity
2018-05-31,212.6,212.6,212.6,212.6,0,Fidelity
2018-06-01,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-02,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-03,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-04,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-05,213.5,213.5,213.5,213.5,0,Fidelity
2018-06-06,213.1,213.1,213.1,213.1,0,Fidelity
2018-06-07,213.5,213.5,213.5,213.5,0,Fidelity
2018-06-08,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-09,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-10,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-11,213.8,213.8,213.8,213.8,0,Fidelity
2018-06-12,213.5,213.5,213.5,213.5,0,Fidelity
2018-06-13,214,214,214,214,0,Fidelity
2018-06-14,212.6,212.6,212.6,212.6,0,Fidelity
2018-06-15,213.3,213.3,213.3,213.3,0,Fidelity
2018-06-16,213.3,213.3,213.3,213.3,0,Fidelity
2018-06-17,213.3,213.3,213.3,213.3,0,Fidelity
2018-06-18,212.6,212.6,212.6,212.6,0,Fidelity
2018-06-19,212,212,212,212,0,Fidelity
2018-06-20,212.9,212.9,212.9,212.9,0,Fidelity
2018-06-21,212.7,212.7,212.7,212.7,0,Fidelity
2018-06-22,212,212,212,212,0,Fidelity
2018-06-23,212,212,212,212,0,Fidelity
2018-06-24,212,212,212,212,0,Fidelity
2018-06-25,211.6,211.6,211.6,211.6,0,Fidelity
2018-06-26,211.3,211.3,211.3,211.3,0,Fidelity
2018-06-27,210.9,210.9,210.9,210.9,0,Fidelity
2018-06-28,211.6,211.6,211.6,211.6,0,Fidelity
2018-06-29,212,212,212,212,0,Fidelity
2018-06-30,212,212,212,212,0,Fidelity
2018-07-01,212,212,212,212,0,Fidelity
2018-07-02,210.9,210.9,210.9,210.9,0,Fidelity
2018-07-03,211.1,211.1,211.1,211.1,0,Fidelity
2018-07-04,210.9,210.9,210.9,210.9,0,Fidelity
2018-07-05,211.1,211.1,211.1,211.1,0,Fidelity
2018-07-06,211.3,211.3,211.3,211.3,0,Fidelity
2018-07-07,211.3,211.3,211.3,211.3,0,Fidelity
2018-07-08,211.3,211.3,211.3,211.3,0,Fidelity
2018-07-09,212.2,212.2,212.2,212.2,0,Fidelity
2018-07-10,213.5,213.5,213.5,213.5,0,Fidelity
2018-07-11,212.4,212.4,212.4,212.4,0,Fidelity
2018-07-12,212.7,212.7,212.7,212.7,0,Fidelity
2018-07-13,214,214,214,214,0,Fidelity
2018-07-14,214,214,214,214,0,Fidelity
2018-07-15,214,214,214,214,0,Fidelity
2018-07-16,213.1,213.1,213.1,213.1,0,Fidelity
2018-07-17,212.9,212.9,212.9,212.9,0,Fidelity
2018-07-18,214.9,214.9,214.9,214.9,0,Fidelity
2018-07-19,215.1,215.1,215.1,215.1,0,Fidelity
2018-07-20,214.7,214.7,214.7,214.7,0,Fidelity
2018-07-21,214.7,214.7,214.7,214.7,0,Fidelity
2018-07-22,214.7,214.7,214.7,214.7,0,Fidelity
2018-07-23,214.2,214.2,214.2,214.2,0,Fidelity
2018-07-24,214.9,214.9,214.9,214.9,0,Fidelity
2018-07-25,214.7,214.7,214.7,214.7,0,Fidelity
